CRS_DEP_TIME,CARRIER,DEP_TIME,DEST,DISTANCE,FL_DATE,FL_NUM,ORIGIN,Weather,DAY_WEEK,DAY_OF_MONTH,MONTH_OF_YEAR,TAIL_NUM,Status
2030,DL,2030,LGA,214,01-09-2004,1768,DCA,0,5,9,Sep,N222DZ,ontime
1530,MQ,1535,JFK,213,01-09-2004,4752,DCA,0,5,9,Sep,N708MQ,ontime
600,MQ,558,JFK,213,01-09-2004,4760,DCA,0,5,9,Sep,N801MQ,ontime
1830,MQ,1851,JFK,213,01-09-2004,4784,DCA,0,5,9,Sep,N736MQ,delayed
800,MQ,843,LGA,214,01-09-2004,4954,DCA,0,5,9,Sep,N731MQ,delayed
900,MQ,851,LGA,214,01-09-2004,4956,DCA,0,5,9,Sep,N715MQ,ontime
1100,MQ,1141,LGA,214,01-09-2004,4960,DCA,0,5,9,Sep,N713MQ,delayed
1300,MQ,1252,LGA,214,01-09-2004,4964,DCA,0,5,9,Sep,N715MQ,ontime
1400,MQ,1359,LGA,214,01-09-2004,4966,DCA,0,5,9,Sep,N739MQ,ontime
1500,MQ,1503,LGA,214,01-09-2004,4968,DCA,0,5,9,Sep,N712MQ,ontime
1600,MQ,1618,LGA,214,01-09-2004,4970,DCA,0,5,9,Sep,N732MQ,delayed
1700,MQ,1658,LGA,214,01-09-2004,4972,DCA,0,5,9,Sep,N707MQ,ontime
1900,MQ,1916,LGA,214,01-09-2004,4976,DCA,0,5,9,Sep,N726MQ,delayed
850,UA,904,LGA,229,01-09-2004,846,IAD,0,5,9,Sep,N520UA,delayed
630,US,629,LGA,214,01-09-2004,1479,DCA,0,5,9,Sep,N733UW,ontime
700,US,657,LGA,214,01-09-2004,2160,DCA,0,5,9,Sep,N724UW,ontime
800,US,756,LGA,214,01-09-2004,2162,DCA,0,5,9,Sep,N738UW,ontime
1000,US,958,LGA,214,01-09-2004,2166,DCA,0,5,9,Sep,N722UW,ontime
1100,US,1057,LGA,214,01-09-2004,2168,DCA,0,5,9,Sep,N724UW,ontime
1200,US,1155,LGA,214,01-09-2004,2170,DCA,0,5,9,Sep,N738UW,ontime
1300,US,1259,LGA,214,01-09-2004,2172,DCA,0,5,9,Sep,N750UW,ontime
1400,US,1357,LGA,214,01-09-2004,2174,DCA,0,5,9,Sep,N722UW,ontime
1500,US,1458,LGA,214,01-09-2004,2176,DCA,0,5,9,Sep,N724UW,ontime
1600,US,1555,LGA,214,01-09-2004,2178,DCA,0,5,9,Sep,N738UW,ontime
1700,US,1657,LGA,214,01-09-2004,2180,DCA,0,5,9,Sep,N750UW,ontime
1800,US,1757,LGA,214,01-09-2004,2182,DCA,0,5,9,Sep,N722UW,ontime
1900,US,1902,LGA,214,01-09-2004,2184,DCA,0,5,9,Sep,N724UW,ontime
2000,US,1956,LGA,214,01-09-2004,2186,DCA,0,5,9,Sep,N738UW,ontime
2100,US,2052,LGA,214,01-09-2004,2188,DCA,0,5,9,Sep,N750UW,ontime
1720,RU,1720,EWR,169,01-09-2004,3372,BWI,0,5,9,Sep,N16963,ontime
1455,RU,1450,EWR,169,01-09-2004,2403,BWI,0,5,9,Sep,N15926,ontime
1030,RU,1108,EWR,169,01-09-2004,2303,BWI,0,5,9,Sep,N13989,delayed
700,RU,700,EWR,169,01-09-2004,2703,BWI,0,5,9,Sep,N12552,ontime
1730,CO,1727,EWR,199,01-09-2004,814,DCA,0,5,9,Sep,N70353,ontime
1900,CO,1858,EWR,199,01-09-2004,816,DCA,0,5,9,Sep,N46625,ontime
1300,CO,1258,EWR,199,01-09-2004,808,DCA,0,5,9,Sep,N14664,ontime
735,CO,732,EWR,199,01-09-2004,806,DCA,0,5,9,Sep,N19621,ontime
840,DH,840,EWR,213,01-09-2004,7299,IAD,0,5,9,Sep,N698BR,ontime
1710,DH,1707,EWR,213,01-09-2004,7302,IAD,0,5,9,Sep,N652BR,ontime
1245,DH,1242,EWR,213,01-09-2004,7303,IAD,0,5,9,Sep,N661BR,ontime
2120,DH,2121,EWR,213,01-09-2004,7304,IAD,0,5,9,Sep,N646BR,ontime
630,DH,629,EWR,213,01-09-2004,7305,IAD,0,5,9,Sep,N301UE,ontime
1430,DH,1423,EWR,213,01-09-2004,7307,IAD,0,5,9,Sep,N312UE,ontime
1630,RU,1627,EWR,199,01-09-2004,2181,DCA,0,5,9,Sep,N18556,ontime
1525,RU,1526,EWR,199,01-09-2004,2261,DCA,0,5,9,Sep,N13955,ontime
1359,RU,1357,EWR,199,01-09-2004,2216,DCA,0,5,9,Sep,N13989,ontime
700,RU,700,EWR,213,01-09-2004,2855,IAD,0,5,9,Sep,N13550,delayed
1300,RU,1256,EWR,213,01-09-2004,2692,IAD,0,5,9,Sep,N14505,ontime
1900,RU,1855,EWR,213,01-09-2004,2385,IAD,0,5,9,Sep,N27152,ontime
1500,RU,1457,EWR,213,01-09-2004,2156,IAD,0,5,9,Sep,N16151,ontime
900,RU,850,EWR,199,01-09-2004,2582,DCA,0,5,9,Sep,N11565,ontime
2100,RU,2058,EWR,199,01-09-2004,2879,DCA,0,5,9,Sep,N14907,ontime
1700,RU,1655,EWR,213,01-09-2004,2497,IAD,0,5,9,Sep,N12900,ontime
645,RU,645,EWR,199,01-09-2004,2761,DCA,0,5,9,Sep,N15985,ontime
1455,OH,1455,JFK,184,01-10-2004,5935,BWI,0,6,10,Oct,N805CA,ontime
1640,DH,1638,JFK,213,01-10-2004,6155,DCA,0,6,10,Oct,N424FJ,delayed
1245,DH,1243,LGA,229,01-10-2004,7208,IAD,0,6,10,Oct,N627BR,ontime
1715,DH,1710,LGA,229,01-10-2004,7215,IAD,0,6,10,Oct,N688BR,ontime
2120,DH,2130,LGA,229,01-10-2004,7684,IAD,0,6,10,Oct,N692BR,ontime
840,DH,918,JFK,228,01-10-2004,7800,IAD,0,6,10,Oct,N682BR,delayed
1240,DH,1303,JFK,228,01-10-2004,7806,IAD,0,6,10,Oct,N313UE,delayed
1645,DH,1642,JFK,228,01-10-2004,7810,IAD,0,6,10,Oct,N315UE,ontime
1715,DH,1708,JFK,228,01-10-2004,7812,IAD,0,6,10,Oct,N321UE,ontime
2120,DH,2126,JFK,228,01-10-2004,7814,IAD,0,6,10,Oct,N642BR,ontime
1800,DH,1800,JFK,228,01-10-2004,7818,IAD,0,6,10,Oct,N307UE,ontime
1455,DL,1505,JFK,213,01-10-2004,746,DCA,0,6,10,Oct,N906DE,delayed
730,DL,729,LGA,214,01-10-2004,1742,DCA,0,6,10,Oct,N225DL,ontime
830,DL,832,LGA,214,01-10-2004,1744,DCA,0,6,10,Oct,N241DL,ontime
1030,DL,1028,LGA,214,01-10-2004,1748,DCA,0,6,10,Oct,N221DL,ontime
1230,DL,1230,LGA,214,01-10-2004,1752,DCA,0,6,10,Oct,N241DL,ontime
1430,DL,1429,LGA,214,01-10-2004,1756,DCA,0,6,10,Oct,N221DL,ontime
1630,DL,1624,LGA,214,01-10-2004,1760,DCA,0,6,10,Oct,N241DL,ontime
1830,DL,1828,LGA,214,01-10-2004,1764,DCA,0,6,10,Oct,N221DL,ontime
2030,DL,2031,LGA,214,01-10-2004,1768,DCA,0,6,10,Oct,N241DL,ontime
1530,MQ,1529,JFK,213,01-10-2004,4752,DCA,0,6,10,Oct,N841MQ,ontime
600,MQ,557,JFK,213,01-10-2004,4760,DCA,0,6,10,Oct,N718MQ,delayed
1830,MQ,1826,JFK,213,01-10-2004,4784,DCA,0,6,10,Oct,N709MQ,ontime
900,MQ,855,LGA,214,01-10-2004,4956,DCA,0,6,10,Oct,N717MQ,ontime
1300,MQ,1309,LGA,214,01-10-2004,4964,DCA,0,6,10,Oct,N715MQ,ontime
850,UA,850,LGA,229,01-10-2004,846,IAD,0,6,10,Oct,N565UA,ontime
700,US,655,LGA,214,01-10-2004,2160,DCA,0,6,10,Oct,N722UW,ontime
900,US,857,LGA,214,01-10-2004,2164,DCA,0,6,10,Oct,N750UW,ontime
1100,US,1056,LGA,214,01-10-2004,2168,DCA,0,6,10,Oct,N722UW,ontime
1300,US,1256,LGA,214,01-10-2004,2172,DCA,0,6,10,Oct,N750UW,ontime
1500,US,1458,LGA,214,01-10-2004,2176,DCA,0,6,10,Oct,N722UW,ontime
1700,US,1656,LGA,214,01-10-2004,2180,DCA,0,6,10,Oct,N750UW,ontime
1900,US,1854,LGA,214,01-10-2004,2184,DCA,0,6,10,Oct,N722UW,ontime
1720,RU,1723,EWR,169,01-10-2004,3372,BWI,0,6,10,Oct,N13553,ontime
1455,RU,1450,EWR,169,01-10-2004,2229,BWI,0,6,10,Oct,N14943,ontime
700,RU,657,EWR,169,01-10-2004,2703,BWI,0,6,10,Oct,N10575,ontime
1030,RU,1030,EWR,169,01-10-2004,2303,BWI,0,6,10,Oct,N13936,ontime
1300,CO,1254,EWR,199,01-10-2004,808,DCA,0,6,10,Oct,N14660,ontime
840,DH,906,EWR,213,01-10-2004,7299,IAD,0,6,10,Oct,N705BR,ontime
1710,DH,1703,EWR,213,01-10-2004,7302,IAD,0,6,10,Oct,N658BR,ontime
1245,DH,1255,EWR,213,01-10-2004,7303,IAD,0,6,10,Oct,N658BR,ontime
2120,DH,2114,EWR,213,01-10-2004,7304,IAD,0,6,10,Oct,N625BR,ontime
1700,RU,1655,EWR,213,01-10-2004,2497,IAD,0,6,10,Oct,N16149,ontime
700,RU,658,EWR,213,01-10-2004,2855,IAD,0,6,10,Oct,N26545,ontime
1600,RU,1555,EWR,199,01-10-2004,2361,DCA,0,6,10,Oct,N17560,ontime
1500,RU,1456,EWR,213,01-10-2004,2156,IAD,0,6,10,Oct,N11113,ontime
645,RU,645,EWR,199,01-10-2004,2761,DCA,0,6,10,Oct,N14943,ontime
1730,RU,1719,EWR,199,01-10-2004,2097,DCA,0,6,10,Oct,N13903,ontime
1359,RU,1355,EWR,199,01-10-2004,2216,DCA,0,6,10,Oct,N13553,ontime
930,RU,925,EWR,199,01-10-2004,2582,DCA,0,6,10,Oct,N27152,ontime
1455,OH,1455,JFK,184,01-11-2004,5935,BWI,0,7,11,Nov,N966CA,ontime
1640,DH,1634,JFK,213,01-11-2004,6155,DCA,0,7,11,Nov,N415FJ,ontime
1245,DH,1304,LGA,229,01-11-2004,7208,IAD,0,7,11,Nov,N684BR,ontime
1455,DH,1500,LGA,229,01-11-2004,7211,IAD,0,7,11,Nov,N309UE,ontime
1715,DH,1712,LGA,229,01-11-2004,7215,IAD,0,7,11,Nov,N706BR,ontime
2120,DH,2115,LGA,229,01-11-2004,7684,IAD,0,7,11,Nov,N677BR,ontime
840,DH,840,JFK,228,01-11-2004,7800,IAD,0,7,11,Nov,N692BR,ontime
1240,DH,1238,JFK,228,01-11-2004,7806,IAD,0,7,11,Nov,N321UE,ontime
1455,DH,1533,JFK,228,01-11-2004,7808,IAD,0,7,11,Nov,N316UE,delayed
1645,DH,1637,JFK,228,01-11-2004,7810,IAD,0,7,11,Nov,N332UE,ontime
1715,DH,1714,JFK,228,01-11-2004,7812,IAD,0,7,11,Nov,N329UE,ontime
2120,DH,2155,JFK,228,01-11-2004,7814,IAD,0,7,11,Nov,N674BR,delayed
1610,DH,1627,JFK,228,01-11-2004,7816,IAD,0,7,11,Nov,N330UE,ontime
1455,DL,1456,JFK,213,01-11-2004,746,DCA,0,7,11,Nov,N970DL,delayed
830,DL,829,LGA,214,01-11-2004,1744,DCA,0,7,11,Nov,N221DL,ontime
1030,DL,1028,LGA,214,01-11-2004,1748,DCA,0,7,11,Nov,N242DL,ontime
1130,DL,1130,LGA,214,01-11-2004,1750,DCA,0,7,11,Nov,N241DL,ontime
1230,DL,1231,LGA,214,01-11-2004,1752,DCA,0,7,11,Nov,N221DL,ontime
1330,DL,1327,LGA,214,01-11-2004,1754,DCA,0,7,11,Nov,N222DZ,ontime
1430,DL,1430,LGA,214,01-11-2004,1756,DCA,0,7,11,Nov,N242DL,ontime
1530,DL,1529,LGA,214,01-11-2004,1758,DCA,0,7,11,Nov,N241DL,ontime
1630,DL,1628,LGA,214,01-11-2004,1760,DCA,0,7,11,Nov,N221DL,ontime
1730,DL,1732,LGA,214,01-11-2004,1762,DCA,0,7,11,Nov,N222DZ,ontime
1830,DL,1842,LGA,214,01-11-2004,1764,DCA,0,7,11,Nov,N242DL,ontime
1930,DL,1928,LGA,214,01-11-2004,1766,DCA,0,7,11,Nov,N241DL,ontime
2030,DL,2032,LGA,214,01-11-2004,1768,DCA,0,7,11,Nov,N221DL,ontime
1530,MQ,1525,JFK,213,01-11-2004,4752,DCA,0,7,11,Nov,N801MQ,ontime
600,MQ,552,JFK,213,01-11-2004,4760,DCA,0,7,11,Nov,N710MQ,ontime
925,MQ,915,JFK,213,01-11-2004,4771,DCA,0,7,11,Nov,N704MQ,ontime
1830,MQ,2015,JFK,213,01-11-2004,4784,DCA,0,7,11,Nov,N704MQ,delayed
1300,MQ,1255,LGA,214,01-11-2004,4964,DCA,0,7,11,Nov,N709MQ,delayed
1500,MQ,1456,LGA,214,01-11-2004,4968,DCA,0,7,11,Nov,N704MQ,ontime
1700,MQ,1652,LGA,214,01-11-2004,4972,DCA,0,7,11,Nov,N737MQ,ontime
1900,MQ,1900,LGA,214,01-11-2004,4976,DCA,0,7,11,Nov,N734MQ,ontime
850,UA,848,LGA,229,01-11-2004,846,IAD,0,7,11,Nov,N588UA,ontime
900,US,858,LGA,214,01-11-2004,2164,DCA,0,7,11,Nov,N763UW,ontime
1000,US,957,LGA,214,01-11-2004,2166,DCA,0,7,11,Nov,N721UW,ontime
1100,US,1057,LGA,214,01-11-2004,2168,DCA,0,7,11,Nov,N722UW,ontime
1200,US,1202,LGA,214,01-11-2004,2170,DCA,0,7,11,Nov,N748UW,ontime
1300,US,1258,LGA,214,01-11-2004,2172,DCA,0,7,11,Nov,N763UW,ontime
1400,US,1350,LGA,214,01-11-2004,2174,DCA,0,7,11,Nov,N721UW,ontime
1500,US,1452,LGA,214,01-11-2004,2176,DCA,0,7,11,Nov,N722UW,ontime
1600,US,1556,LGA,214,01-11-2004,2178,DCA,0,7,11,Nov,N748UW,ontime
1700,US,1657,LGA,214,01-11-2004,2180,DCA,0,7,11,Nov,N763UW,ontime
1800,US,1753,LGA,214,01-11-2004,2182,DCA,0,7,11,Nov,N721UW,ontime
1900,US,1856,LGA,214,01-11-2004,2184,DCA,0,7,11,Nov,N722UW,ontime
2000,US,2002,LGA,214,01-11-2004,2186,DCA,0,7,11,Nov,N748UW,ontime
2100,US,2054,LGA,214,01-11-2004,2188,DCA,0,7,11,Nov,N763UW,ontime
1720,RU,1736,EWR,169,01-11-2004,3372,BWI,0,7,11,Nov,N12540,ontime
1030,RU,1029,EWR,169,01-11-2004,2303,BWI,0,7,11,Nov,N13990,ontime
1315,RU,1310,EWR,169,01-11-2004,2703,BWI,0,7,11,Nov,N12946,ontime
1455,RU,1450,EWR,169,01-11-2004,2403,BWI,0,7,11,Nov,N10575,ontime
1900,CO,1851,EWR,199,01-11-2004,816,DCA,0,7,11,Nov,N33608,ontime
1300,CO,1255,EWR,199,01-11-2004,1767,DCA,0,7,11,Nov,N11656,ontime
1630,CO,1623,EWR,199,01-11-2004,810,DCA,0,7,11,Nov,N19623,ontime
840,DH,835,EWR,213,01-11-2004,7299,IAD,0,7,11,Nov,N654BR,ontime
1710,DH,1700,EWR,213,01-11-2004,7302,IAD,0,7,11,Nov,N691BR,ontime
1245,DH,1241,EWR,213,01-11-2004,7303,IAD,0,7,11,Nov,N691BR,ontime
2120,DH,2113,EWR,213,01-11-2004,7304,IAD,0,7,11,Nov,N652BR,ontime
1430,DH,1531,EWR,213,01-11-2004,7307,IAD,0,7,11,Nov,N307UE,delayed
2130,RU,2130,EWR,199,01-11-2004,2879,DCA,0,7,11,Nov,N13123,ontime
845,RU,844,EWR,213,01-11-2004,2254,IAD,0,7,11,Nov,N13975,ontime
1700,RU,1656,EWR,213,01-11-2004,2497,IAD,0,7,11,Nov,N13969,ontime
1730,RU,1723,EWR,199,01-11-2004,2097,DCA,0,7,11,Nov,N16976,ontime
1359,RU,1356,EWR,199,01-11-2004,2216,DCA,0,7,11,Nov,N14993,ontime
930,RU,926,EWR,199,01-11-2004,2582,DCA,0,7,11,Nov,N13968,ontime
1500,RU,1501,EWR,213,01-11-2004,2156,IAD,0,7,11,Nov,N17115,ontime
1900,RU,1856,EWR,213,01-11-2004,2385,IAD,0,7,11,Nov,N17115,ontime
1455,OH,1450,JFK,184,01-12-2004,5935,BWI,0,1,12,Dec,N812CA,ontime
1640,DH,1640,JFK,213,01-12-2004,6155,DCA,0,1,12,Dec,N418FJ,ontime
1245,DH,1244,LGA,229,01-12-2004,7208,IAD,0,1,12,Dec,N320UE,ontime
1455,DH,1442,LGA,229,01-12-2004,7211,IAD,0,1,12,Dec,N676BR,ontime
1715,DH,1709,LGA,229,01-12-2004,7215,IAD,0,1,12,Dec,N645BR,ontime
2120,DH,2112,LGA,229,01-12-2004,7684,IAD,0,1,12,Dec,N702BR,ontime
640,DH,641,LGA,229,01-12-2004,7790,IAD,0,1,12,Dec,N676BR,delayed
1040,DH,1037,LGA,229,01-12-2004,7792,IAD,0,1,12,Dec,N676BR,ontime
840,DH,833,JFK,228,01-12-2004,7800,IAD,0,1,12,Dec,N677BR,ontime
1240,DH,1240,JFK,228,01-12-2004,7806,IAD,0,1,12,Dec,N309UE,ontime
1455,DH,1535,JFK,228,01-12-2004,7808,IAD,0,1,12,Dec,N321UE,delayed
1645,DH,1638,JFK,228,01-12-2004,7810,IAD,0,1,12,Dec,N315UE,ontime
1715,DH,1710,JFK,228,01-12-2004,7812,IAD,0,1,12,Dec,N327UE,ontime
2120,DH,2112,JFK,228,01-12-2004,7814,IAD,0,1,12,Dec,N659BR,ontime
1455,DL,1451,JFK,213,01-12-2004,746,DCA,0,1,12,Dec,N974DL,ontime
630,DL,630,LGA,214,01-12-2004,1740,DCA,0,1,12,Dec,N242DL,ontime
730,DL,733,LGA,214,01-12-2004,1742,DCA,0,1,12,Dec,N222DZ,ontime
830,DL,830,LGA,214,01-12-2004,1744,DCA,0,1,12,Dec,N241DL,ontime
930,DL,1004,LGA,214,01-12-2004,1746,DCA,0,1,12,Dec,N221DL,delayed
1030,DL,1028,LGA,214,01-12-2004,1748,DCA,0,1,12,Dec,N223DZ,ontime
1130,DL,1131,LGA,214,01-12-2004,1750,DCA,0,1,12,Dec,N222DZ,ontime
1230,DL,1230,LGA,214,01-12-2004,1752,DCA,0,1,12,Dec,N241DL,ontime
1330,DL,1328,LGA,214,01-12-2004,1754,DCA,0,1,12,Dec,N221DL,ontime
1430,DL,1432,LGA,214,01-12-2004,1756,DCA,0,1,12,Dec,N223DZ,ontime
1530,DL,1529,LGA,214,01-12-2004,1758,DCA,0,1,12,Dec,N222DZ,ontime
1630,DL,1630,LGA,214,01-12-2004,1760,DCA,0,1,12,Dec,N241DL,ontime
1730,DL,1728,LGA,214,01-12-2004,1762,DCA,0,1,12,Dec,N221DL,ontime
1830,DL,1830,LGA,214,01-12-2004,1764,DCA,0,1,12,Dec,N223DZ,ontime
1930,DL,1929,LGA,214,01-12-2004,1766,DCA,0,1,12,Dec,N222DZ,ontime
2030,DL,2029,LGA,214,01-12-2004,1768,DCA,0,1,12,Dec,N224DA,ontime
1530,MQ,1527,JFK,213,01-12-2004,4752,DCA,0,1,12,Dec,N705MQ,ontime
600,MQ,553,JFK,213,01-12-2004,4760,DCA,0,1,12,Dec,N717MQ,ontime
1830,MQ,1820,JFK,213,01-12-2004,4784,DCA,0,1,12,Dec,N704MQ,ontime
700,MQ,654,LGA,214,01-12-2004,4952,DCA,0,1,12,Dec,N801MQ,delayed
800,MQ,756,LGA,214,01-12-2004,4954,DCA,0,1,12,Dec,N713MQ,ontime
900,MQ,855,LGA,214,01-12-2004,4956,DCA,0,1,12,Dec,N705MQ,ontime
1100,MQ,1053,LGA,214,01-12-2004,4960,DCA,0,1,12,Dec,N725MQ,ontime
1300,MQ,1258,LGA,214,01-12-2004,4964,DCA,0,1,12,Dec,N711MQ,ontime
1500,MQ,1450,LGA,214,01-12-2004,4968,DCA,0,1,12,Dec,N704MQ,ontime
1600,MQ,1552,LGA,214,01-12-2004,4970,DCA,0,1,12,Dec,N725MQ,ontime
1700,MQ,1647,LGA,214,01-12-2004,4972,DCA,0,1,12,Dec,N726MQ,ontime
1900,MQ,1903,LGA,214,01-12-2004,4976,DCA,0,1,12,Dec,N739MQ,ontime
850,UA,848,LGA,229,01-12-2004,846,IAD,0,1,12,Dec,N562UA,ontime
630,US,628,LGA,214,01-12-2004,1479,DCA,0,1,12,Dec,N721UW,ontime
700,US,657,LGA,214,01-12-2004,2160,DCA,0,1,12,Dec,N762UW,delayed
800,US,758,LGA,214,01-12-2004,2162,DCA,0,1,12,Dec,N722UW,ontime
900,US,857,LGA,214,01-12-2004,2164,DCA,0,1,12,Dec,N708UW,ontime
1000,US,955,LGA,214,01-12-2004,2166,DCA,0,1,12,Dec,N724UW,ontime
1100,US,1058,LGA,214,01-12-2004,2168,DCA,0,1,12,Dec,N762UW,delayed
1200,US,1156,LGA,214,01-12-2004,2170,DCA,0,1,12,Dec,N722UW,ontime
1300,US,1256,LGA,214,01-12-2004,2172,DCA,0,1,12,Dec,N708UW,ontime
1400,US,1358,LGA,214,01-12-2004,2174,DCA,0,1,12,Dec,N724UW,ontime
1500,US,1458,LGA,214,01-12-2004,2176,DCA,0,1,12,Dec,N762UW,ontime
1600,US,1559,LGA,214,01-12-2004,2178,DCA,0,1,12,Dec,N722UW,ontime
1700,US,1656,LGA,214,01-12-2004,2180,DCA,0,1,12,Dec,N708UW,delayed
1800,US,1756,LGA,214,01-12-2004,2182,DCA,0,1,12,Dec,N724UW,ontime
1900,US,1858,LGA,214,01-12-2004,2184,DCA,0,1,12,Dec,N762UW,ontime
2000,US,1958,LGA,214,01-12-2004,2186,DCA,0,1,12,Dec,N722UW,ontime
2100,US,2056,LGA,214,01-12-2004,2188,DCA,0,1,12,Dec,N708UW,ontime
700,RU,656,EWR,169,01-12-2004,2703,BWI,0,1,12,Dec,N16976,ontime
1455,RU,1509,EWR,169,01-12-2004,2403,BWI,0,1,12,Dec,N15926,delayed
1720,RU,1720,EWR,169,01-12-2004,3372,BWI,0,1,12,Dec,N12552,ontime
1030,RU,1040,EWR,169,01-12-2004,2303,BWI,0,1,12,Dec,N12540,ontime
735,CO,729,EWR,199,01-12-2004,806,DCA,0,1,12,Dec,N32626,ontime
1300,CO,1257,EWR,199,01-12-2004,808,DCA,0,1,12,Dec,N23657,ontime
1730,CO,1732,EWR,199,01-12-2004,814,DCA,0,1,12,Dec,N61304,delayed
1900,CO,1852,EWR,199,01-12-2004,816,DCA,0,1,12,Dec,N15659,ontime
840,DH,831,EWR,213,01-12-2004,7299,IAD,0,1,12,Dec,N664BR,ontime
1710,DH,1710,EWR,213,01-12-2004,7302,IAD,0,1,12,Dec,N695BR,ontime
1245,DH,1359,EWR,213,01-12-2004,7303,IAD,0,1,12,Dec,N695BR,delayed
2120,DH,2112,EWR,213,01-12-2004,7304,IAD,0,1,12,Dec,N333UE,ontime
630,DH,622,EWR,213,01-12-2004,7305,IAD,0,1,12,Dec,N327UE,ontime
1430,DH,1421,EWR,213,01-12-2004,7307,IAD,0,1,12,Dec,N332UE,ontime
1359,RU,1348,EWR,199,01-12-2004,2216,DCA,0,1,12,Dec,N12540,ontime
900,RU,858,EWR,199,01-12-2004,2582,DCA,0,1,12,Dec,N19554,ontime
1525,RU,1519,EWR,199,01-12-2004,2261,DCA,0,1,12,Dec,N16976,ontime
1700,RU,1649,EWR,213,01-12-2004,2497,IAD,0,1,12,Dec,N12567,ontime
1900,RU,1857,EWR,213,01-12-2004,2385,IAD,0,1,12,Dec,N16976,ontime
2100,RU,2056,EWR,199,01-12-2004,2879,DCA,0,1,12,Dec,N16927,ontime
1300,RU,1253,EWR,213,01-12-2004,2692,IAD,0,1,12,Dec,N17507,ontime
645,RU,651,EWR,199,01-12-2004,2761,DCA,0,1,12,Dec,N21537,ontime
1630,RU,1622,EWR,199,01-12-2004,2181,DCA,0,1,12,Dec,N16963,ontime
700,RU,657,EWR,213,01-12-2004,2855,IAD,0,1,12,Dec,N12996,ontime
1500,RU,1456,EWR,213,01-12-2004,2156,IAD,0,1,12,Dec,N41104,ontime
1455,OH,1453,JFK,184,13-01-2004,5935,BWI,0,2,13,Jan,N967CA,ontime
1640,DH,1639,JFK,213,13-01-2004,6155,DCA,0,2,13,Jan,N426FJ,ontime
1245,DH,1238,LGA,229,13-01-2004,7208,IAD,0,2,13,Jan,N328UE,ontime
1715,DH,1922,LGA,229,13-01-2004,7215,IAD,0,2,13,Jan,N642BR,delayed
2120,DH,2124,LGA,229,13-01-2004,7684,IAD,0,2,13,Jan,N648BR,ontime
640,DH,655,LGA,229,13-01-2004,7790,IAD,0,2,13,Jan,N690BR,delayed
1040,DH,1038,LGA,229,13-01-2004,7792,IAD,0,2,13,Jan,N690BR,ontime
840,DH,833,JFK,228,13-01-2004,7800,IAD,0,2,13,Jan,N628BR,ontime
1240,DH,1236,JFK,228,13-01-2004,7806,IAD,0,2,13,Jan,N327UE,ontime
1455,DH,1450,JFK,228,13-01-2004,7808,IAD,0,2,13,Jan,N316UE,ontime
1645,DH,1640,JFK,228,13-01-2004,7810,IAD,0,2,13,Jan,N331UE,ontime
1715,DH,1713,JFK,228,13-01-2004,7812,IAD,0,2,13,Jan,N330UE,ontime
2120,DH,2125,JFK,228,13-01-2004,7814,IAD,0,2,13,Jan,N625BR,ontime
1610,DH,1642,JFK,228,13-01-2004,7816,IAD,0,2,13,Jan,N328UE,delayed
1455,DL,1453,JFK,213,13-01-2004,746,DCA,0,2,13,Jan,N904DE,ontime
630,DL,629,LGA,214,13-01-2004,1740,DCA,0,2,13,Jan,N223DZ,ontime
730,DL,729,LGA,214,13-01-2004,1742,DCA,0,2,13,Jan,N221DL,ontime
830,DL,831,LGA,214,13-01-2004,1744,DCA,0,2,13,Jan,N222DZ,ontime
930,DL,929,LGA,214,13-01-2004,1746,DCA,0,2,13,Jan,N224DA,ontime
1030,DL,1029,LGA,214,13-01-2004,1748,DCA,0,2,13,Jan,N223DZ,ontime
1130,DL,1128,LGA,214,13-01-2004,1750,DCA,0,2,13,Jan,N221DL,ontime
1230,DL,1228,LGA,214,13-01-2004,1752,DCA,0,2,13,Jan,N222DZ,ontime
1330,DL,1329,LGA,214,13-01-2004,1754,DCA,0,2,13,Jan,N224DA,ontime
1430,DL,1429,LGA,214,13-01-2004,1756,DCA,0,2,13,Jan,N223DZ,ontime
1530,DL,1529,LGA,214,13-01-2004,1758,DCA,0,2,13,Jan,N221DL,ontime
1630,DL,1634,LGA,214,13-01-2004,1760,DCA,0,2,13,Jan,N222DZ,delayed
1730,DL,1733,LGA,214,13-01-2004,1762,DCA,0,2,13,Jan,N224DA,ontime
1830,DL,1830,LGA,214,13-01-2004,1764,DCA,0,2,13,Jan,N223DZ,ontime
1930,DL,1930,LGA,214,13-01-2004,1766,DCA,0,2,13,Jan,N221DL,ontime
2030,DL,2028,LGA,214,13-01-2004,1768,DCA,0,2,13,Jan,N222DZ,delayed
1530,MQ,1516,JFK,213,13-01-2004,4752,DCA,0,2,13,Jan,N709MQ,ontime
600,MQ,553,JFK,213,13-01-2004,4760,DCA,0,2,13,Jan,N707MQ,ontime
1830,MQ,1851,JFK,213,13-01-2004,4784,DCA,0,2,13,Jan,N700MQ,delayed
700,MQ,650,LGA,214,13-01-2004,4952,DCA,0,2,13,Jan,N715MQ,ontime
800,MQ,755,LGA,214,13-01-2004,4954,DCA,0,2,13,Jan,N724MQ,ontime
900,MQ,851,LGA,214,13-01-2004,4956,DCA,0,2,13,Jan,N709MQ,ontime
